x,y,z,m1,m0
0.004889681877895156,0.008469177445363206,0.28004433745657525,-4.610432515168485,-1.03163016
-0.009779363755790308,1.197626652122624e-18,0.28004433745657525,-5.564433135883032,-0.386077046
0.004889681877895156,-0.008469177445363206,0.28004433745657525,2.4043020112561004,-0.793796241
0.02752401708412287,0.010017922946055156,0.2786799895944451,-1.9776226012739897,-0.827043593
0.014645223595085416,0.025366271354894464,0.2786799895944451,-1.6579476842974843,-0.86442858
-0.005086232777622623,0.028845459482074873,0.2786799895944451,2.3429194961549644,0.0685992315
-0.022437784306500244,0.01882753653601972,0.2786799895944451,-1.0146224147576612,0.135913253
-0.029290447190170828,3.587045239703729e-18,0.2786799895944451,0.20400039066808337,0.34732762
-0.022437784306500244,-0.01882753653601972,0.2786799895944451,-2.1554832400426007,0.734119892
-0.005086232777622623,-0.028845459482074873,0.2786799895944451,1.9403336167468228,0.755441308
0.014645223595085416,-0.025366271354894464,0.2786799895944451,2.3549350865178593,0.11731521
0.02752401708412287,-0.010017922946055156,0.2786799895944451,-0.24637350434848146,-0.2934843
0.04772386472594792,0.009492866913144852,0.2759579408358255,-0.7756680541534283,-0.205794275
0.04045833893933338,0.02703339780496111,0.2759579408358255,-1.9566751051747395,-0.17214103
0.027033397804961112,0.04045833893933338,0.2759579408358255,0.7132402433085927,-0.181463569
0.009492866913144857,0.04772386472594792,0.2759579408358255,1.231984104555143,-0.3392272
-0.00949286691314485,0.04772386472594792,0.2759579408358255,-2.344399192051501,0.70554775
-0.027033397804961123,0.04045833893933338,0.2759579408358255,-0.4618737745946195,1.19672906
-0.04045833893933339,0.02703339780496111,0.2759579408358255,-0.5275096050832634,0.541426182
-0.04772386472594792,0.009492866913144849,0.2759579408358255,-1.4183413718992732,0.0439996831
-0.04772386472594792,-0.009492866913144849,0.2759579408358255,3.794810192790122,-0.0476860628
-0.04045833893933339,-0.02703339780496111,0.2759579408358255,-6.310783252929124,0.986876428
-0.027033397804961123,-0.04045833893933338,0.2759579408358255,1.3327432678632414,1.43399799
-0.00949286691314485,-0.04772386472594792,0.2759579408358255,1.6497018583682306,1.44885945
0.009492866913144857,-0.04772386472594792,0.2759579408358255,-0.8362936549368528,0.560292304
0.027033397804961112,-0.04045833893933338,0.2759579408358255,6.738275844596754,0.0201231763
0.04045833893933338,-0.02703339780496111,0.2759579408358255,0.9857801147094465,0.034070611
0.04772386472594792,-0.009492866913144852,0.2759579408358255,0.6910850916632776,-0.386762679
0.06710014688778253,0.009647544646337491,0.27189145272864895,2.7969395136120756,0.613254309
0.061664092046873516,0.02816104724792346,0.27189145272864895,-3.776132462774753,0.936971307
0.051232379198802976,0.044393109281679374,0.27189145272864895,-0.5048744224332119,1.3471173
0.03665012367873645,0.05702870561742033,0.27189145272864895,2.605260733490788,0.696336508
0.01909869310489689,0.06504417538680947,0.27189145272864895,-7.881945998562405,0.00187368132
4.1509496880713644e-18,0.0677901528989651,0.27189145272864895,4.9602621251657455,0.575677097
-0.019098693104896897,0.06504417538680947,0.27189145272864895,6.789674351919274,0.725160241
-0.03665012367873645,0.05702870561742033,0.27189145272864895,7.252628651197096,0.818824768
-0.05123237919880296,0.044393109281679395,0.27189145272864895,-9.883615338994288,0.277765781
-0.06166409204687351,0.02816104724792348,0.27189145272864895,1.44827200985151,0.617143869
